RESPNUM_FK,comment_field,comment_group,comment_code,Comment,Sentiment
2130,Q10COM2,Q10,8,No questionable people / no loitering,Positive
2154,Q10COM2,Q10,8,No questionable people / no loitering,Positive
2176,Q10COM2,Q10,17,Haven’t seen enough security/police,Negative
2220,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2281,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2282,Q10COM2,Q10,8,No questionable people / no loitering,Positive
2297,Q10COM2,Q10,17,Haven’t seen enough security/police,Negative
2317,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2329,Q10COM2,Q10,13,Time of day / day of week affects feeling,Neutral
2337,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
2360,Q10COM2,Q10,8,No questionable people / no loitering,Positive
2377,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2392,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
2402,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2407,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2468,Q10COM2,Q10,12,Need more police/security presence,Negative
2527,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
2553,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
2578,Q10COM2,Q10,11,Average/OK like other airports,Neutral
2618,Q10COM2,Q10,17,Haven’t seen enough security/police,Negative
2643,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
2703,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
2708,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2725,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
6,Q10COM3,Q10,3,Open/bright/clean/calm environment,Positive
1818,Q10COM3,Q10,2,Security procedures/equipment visible/effective,Positive
7,Q12COM1,Q12,1,,
20,Q12COM1,Q12,1,,
21,Q12COM1,Q12,4,,
23,Q12COM1,Q12,1,,
24,Q12COM1,Q12,13,,
28,Q12COM1,Q12,4,,
29,Q12COM1,Q12,1,,
42,Q12COM1,Q12,1,,
45,Q12COM1,Q12,1,,
48,Q12COM1,Q12,1,,
51,Q12COM1,Q12,2,,
64,Q12COM1,Q12,2,,
65,Q12COM1,Q12,19,,
66,Q12COM1,Q12,4,,
69,Q12COM1,Q12,4,,
70,Q12COM1,Q12,2,,
71,Q12COM1,Q12,1,,
81,Q12COM1,Q12,1,,
84,Q12COM1,Q12,1,,
85,Q12COM1,Q12,4,,
88,Q12COM1,Q12,4,,
90,Q12COM1,Q12,1,,
91,Q12COM1,Q12,2,,
107,Q12COM1,Q12,1,,
111,Q12COM1,Q12,1,,
112,Q12COM1,Q12,1,,
113,Q12COM1,Q12,4,,
114,Q12COM1,Q12,1,,
115,Q12COM1,Q12,1,,
124,Q12COM1,Q12,1,,
125,Q12COM1,Q12,2,,
127,Q12COM1,Q12,2,,
129,Q12COM1,Q12,2,,
132,Q12COM1,Q12,1,,
134,Q12COM1,Q12,2,,
140,Q12COM1,Q12,1,,
141,Q12COM1,Q12,1,,
143,Q12COM1,Q12,1,,
147,Q12COM1,Q12,1,,
150,Q12COM1,Q12,1,,
155,Q12COM1,Q12,1,,
156,Q12COM1,Q12,1,,
161,Q12COM1,Q12,6,,
162,Q12COM1,Q12,1,,
170,Q12COM1,Q12,1,,
184,Q12COM1,Q12,15,,
187,Q12COM1,Q12,1,,
192,Q12COM1,Q12,1,,
194,Q12COM1,Q12,1,,
195,Q12COM1,Q12,1,,
199,Q12COM1,Q12,2,,
207,Q12COM1,Q12,2,,
210,Q12COM1,Q12,1,,
217,Q12COM1,Q12,4,,
229,Q12COM1,Q12,1,,
230,Q12COM1,Q12,1,,
231,Q12COM1,Q12,1,,
241,Q12COM1,Q12,1,,
263,Q12COM1,Q12,1,,
267,Q12COM1,Q12,1,,
268,Q12COM1,Q12,1,,
269,Q12COM1,Q12,1,,
293,Q12COM1,Q12,3,,
308,Q12COM1,Q12,1,,
315,Q12COM1,Q12,1,,
339,Q12COM1,Q12,1,,
360,Q12COM1,Q12,1,,
375,Q12COM1,Q12,1,,
378,Q12COM1,Q12,15,,
380,Q12COM1,Q12,4,,
385,Q12COM1,Q12,1,,
388,Q12COM1,Q12,1,,
393,Q12COM1,Q12,1,,
398,Q12COM1,Q12,1,,
403,Q12COM1,Q12,1,,
421,Q12COM1,Q12,1,,
429,Q12COM1,Q12,1,,
435,Q12COM1,Q12,1,,
456,Q12COM1,Q12,7,,
460,Q12COM1,Q12,14,,
473,Q12COM1,Q12,7,,
475,Q12COM1,Q12,1,,
476,Q12COM1,Q12,4,,
477,Q12COM1,Q12,1,,
490,Q12COM1,Q12,1,,
494,Q12COM1,Q12,2,,
496,Q12COM1,Q12,1,,
501,Q12COM1,Q12,2,,
505,Q12COM1,Q12,2,,
523,Q12COM1,Q12,1,,
527,Q12COM1,Q12,1,,
543,Q12COM1,Q12,1,,
544,Q12COM1,Q12,1,,
546,Q12COM1,Q12,1,,
548,Q12COM1,Q12,1,,
549,Q12COM1,Q12,1,,
550,Q12COM1,Q12,1,,
565,Q12COM1,Q12,14,,
566,Q12COM1,Q12,1,,
568,Q12COM1,Q12,1,,
570,Q12COM1,Q12,2,,
578,Q12COM1,Q12,1,,
590,Q12COM1,Q12,18,,
591,Q12COM1,Q12,1,,
605,Q12COM1,Q12,1,,
606,Q12COM1,Q12,1,,
613,Q12COM1,Q12,1,,
614,Q12COM1,Q12,4,,
615,Q12COM1,Q12,1,,
616,Q12COM1,Q12,1,,
619,Q12COM1,Q12,1,,
627,Q12COM1,Q12,4,,
629,Q12COM1,Q12,1,,
630,Q12COM1,Q12,15,,
631,Q12COM1,Q12,1,,
632,Q12COM1,Q12,1,,
639,Q12COM1,Q12,4,,
647,Q12COM1,Q12,1,,
655,Q12COM1,Q12,1,,
664,Q12COM1,Q12,3,,
673,Q12COM1,Q12,1,,
679,Q12COM1,Q12,1,,
680,Q12COM1,Q12,2,,
686,Q12COM1,Q12,1,,
688,Q12COM1,Q12,1,,
689,Q12COM1,Q12,4,,
695,Q12COM1,Q12,2,,
697,Q12COM1,Q12,1,,
701,Q12COM1,Q12,1,,
706,Q12COM1,Q12,1,,
707,Q12COM1,Q12,1,,
710,Q12COM1,Q12,1,,
718,Q12COM1,Q12,1,,
726,Q12COM1,Q12,2,,
729,Q12COM1,Q12,1,,
733,Q12COM1,Q12,1,,
737,Q12COM1,Q12,1,,
738,Q12COM1,Q12,1,,
739,Q12COM1,Q12,1,,
753,Q12COM1,Q12,1,,
755,Q12COM1,Q12,1,,
764,Q12COM1,Q12,1,,
770,Q12COM1,Q12,1,,
772,Q12COM1,Q12,1,,
776,Q12COM1,Q12,1,,
778,Q12COM1,Q12,1,,
789,Q12COM1,Q12,1,,
800,Q12COM1,Q12,1,,
839,Q12COM1,Q12,1,,
856,Q12COM1,Q12,1,,
866,Q12COM1,Q12,1,,
896,Q12COM1,Q12,4,,
898,Q12COM1,Q12,4,,
900,Q12COM1,Q12,1,,
906,Q12COM1,Q12,1,,
907,Q12COM1,Q12,1,,
910,Q12COM1,Q12,1,,
912,Q12COM1,Q12,1,,
921,Q12COM1,Q12,2,,
926,Q12COM1,Q12,1,,
934,Q12COM1,Q12,4,,
966,Q12COM1,Q12,4,,
978,Q12COM1,Q12,17,,
981,Q12COM1,Q12,1,,
997,Q12COM1,Q12,4,,
998,Q12COM1,Q12,1,,
1013,Q12COM1,Q12,1,,
1015,Q12COM1,Q12,1,,
1016,Q12COM1,Q12,1,,
1020,Q12COM1,Q12,1,,
1021,Q12COM1,Q12,1,,
1031,Q12COM1,Q12,17,,
1033,Q12COM1,Q12,1,,
1036,Q12COM1,Q12,1,,
1037,Q12COM1,Q12,1,,
1046,Q12COM1,Q12,1,,
1060,Q12COM1,Q12,1,,
1062,Q12COM1,Q12,1,,
1068,Q12COM1,Q12,1,,
1072,Q12COM1,Q12,1,,
1074,Q12COM1,Q12,1,,
1076,Q12COM1,Q12,1,,
1080,Q12COM1,Q12,2,,
1081,Q12COM1,Q12,1,,
1084,Q12COM1,Q12,1,,
1086,Q12COM1,Q12,1,,
1089,Q12COM1,Q12,1,,
1090,Q12COM1,Q12,1,,
1093,Q12COM1,Q12,1,,
1094,Q12COM1,Q12,1,,
1098,Q12COM1,Q12,4,,
1104,Q12COM1,Q12,2,,
1106,Q12COM1,Q12,4,,
1133,Q12COM1,Q12,1,,
1135,Q12COM1,Q12,15,,
1138,Q12COM1,Q12,1,,
1142,Q12COM1,Q12,1,,
1143,Q12COM1,Q12,1,,
1152,Q12COM1,Q12,14,,
1201,Q12COM1,Q12,1,,
1212,Q12COM1,Q12,1,,
1217,Q12COM1,Q12,1,,
1223,Q12COM1,Q12,7,,
1227,Q12COM1,Q12,1,,
1230,Q12COM1,Q12,15,,
1239,Q12COM1,Q12,1,,
1241,Q12COM1,Q12,1,,
1247,Q12COM1,Q12,1,,
1258,Q12COM1,Q12,1,,
1259,Q12COM1,Q12,4,,
1264,Q12COM1,Q12,1,,
1270,Q12COM1,Q12,1,,
1271,Q12COM1,Q12,1,,
1272,Q12COM1,Q12,2,,
1273,Q12COM1,Q12,1,,
1276,Q12COM1,Q12,1,,
1280,Q12COM1,Q12,4,,
1281,Q12COM1,Q12,1,,
1288,Q12COM1,Q12,1,,
1291,Q12COM1,Q12,1,,
1294,Q12COM1,Q12,2,,
1296,Q12COM1,Q12,1,,
1298,Q12COM1,Q12,1,,
1302,Q12COM1,Q12,1,,
1304,Q12COM1,Q12,1,,
1319,Q12COM1,Q12,1,,
1321,Q12COM1,Q12,2,,
1338,Q12COM1,Q12,1,,
1341,Q12COM1,Q12,1,,
1386,Q12COM1,Q12,1,,
1399,Q12COM1,Q12,1,,
1404,Q12COM1,Q12,1,,
1432,Q12COM1,Q12,1,,
1439,Q12COM1,Q12,1,,
1444,Q12COM1,Q12,1,,
1445,Q12COM1,Q12,1,,
1450,Q12COM1,Q12,14,,
1453,Q12COM1,Q12,1,,
1456,Q12COM1,Q12,1,,
1458,Q12COM1,Q12,1,,
1460,Q12COM1,Q12,2,,
1461,Q12COM1,Q12,1,,
1463,Q12COM1,Q12,1,,
1465,Q12COM1,Q12,1,,
1467,Q12COM1,Q12,1,,
1468,Q12COM1,Q12,1,,
1474,Q12COM1,Q12,1,,
1475,Q12COM1,Q12,1,,
1477,Q12COM1,Q12,1,,
1480,Q12COM1,Q12,4,,
1485,Q12COM1,Q12,1,,
1489,Q12COM1,Q12,4,,
1495,Q12COM1,Q12,1,,
1496,Q12COM1,Q12,2,,
1502,Q12COM1,Q12,1,,
1503,Q12COM1,Q12,4,,
1507,Q12COM1,Q12,2,,
1508,Q12COM1,Q12,4,,
1510,Q12COM1,Q12,1,,
1513,Q12COM1,Q12,1,,
1516,Q12COM1,Q12,2,,
1523,Q12COM1,Q12,1,,
1525,Q12COM1,Q12,15,,
1526,Q12COM1,Q12,1,,
1528,Q12COM1,Q12,4,,
1535,Q12COM1,Q12,4,,
1536,Q12COM1,Q12,4,,
1545,Q12COM1,Q12,4,,
1554,Q12COM1,Q12,1,,
1559,Q12COM1,Q12,1,,
1562,Q12COM1,Q12,4,,
1564,Q12COM1,Q12,1,,
1565,Q12COM1,Q12,4,,
1573,Q12COM1,Q12,1,,
1575,Q12COM1,Q12,1,,
1577,Q12COM1,Q12,1,,
1590,Q12COM1,Q12,2,,
1593,Q12COM1,Q12,1,,
1594,Q12COM1,Q12,1,,
1595,Q12COM1,Q12,1,,
1598,Q12COM1,Q12,1,,
1600,Q12COM1,Q12,1,,
1602,Q12COM1,Q12,1,,
1603,Q12COM1,Q12,1,,
1605,Q12COM1,Q12,1,,
1607,Q12COM1,Q12,1,,
1612,Q12COM1,Q12,2,,
1620,Q12COM1,Q12,4,,
1624,Q12COM1,Q12,1,,
1637,Q12COM1,Q12,1,,
1643,Q12COM1,Q12,1,,
1644,Q12COM1,Q12,4,,
1655,Q12COM1,Q12,1,,
1659,Q12COM1,Q12,1,,
1661,Q12COM1,Q12,4,,
1678,Q12COM1,Q12,7,,
1679,Q12COM1,Q12,1,,
1703,Q12COM1,Q12,4,,
1705,Q12COM1,Q12,1,,
1708,Q12COM1,Q12,1,,
1716,Q12COM1,Q12,1,,
1717,Q12COM1,Q12,1,,
1736,Q12COM1,Q12,2,,
1758,Q12COM1,Q12,1,,
1761,Q12COM1,Q12,1,,
1762,Q12COM1,Q12,1,,
1772,Q12COM1,Q12,3,,
1773,Q12COM1,Q12,1,,
1774,Q12COM1,Q12,1,,
1780,Q12COM1,Q12,1,,
1781,Q12COM1,Q12,1,,
1782,Q12COM1,Q12,3,,
1788,Q12COM1,Q12,1,,
1789,Q12COM1,Q12,1,,
1799,Q12COM1,Q12,1,,
1807,Q12COM1,Q12,1,,
1812,Q12COM1,Q12,1,,
1817,Q12COM1,Q12,1,,
1821,Q12COM1,Q12,2,,
1834,Q12COM1,Q12,1,,
1850,Q12COM1,Q12,1,,
1851,Q12COM1,Q12,1,,
1858,Q12COM1,Q12,3,,
1863,Q12COM1,Q12,1,,
1865,Q12COM1,Q12,2,,
1867,Q12COM1,Q12,1,,
1871,Q12COM1,Q12,1,,
1880,Q12COM1,Q12,2,,
1898,Q12COM1,Q12,1,,
1907,Q12COM1,Q12,1,,
1918,Q12COM1,Q12,1,,
1919,Q12COM1,Q12,1,,
1946,Q12COM1,Q12,3,,
1947,Q12COM1,Q12,1,,
1969,Q12COM1,Q12,1,,
1974,Q12COM1,Q12,1,,
1977,Q12COM1,Q12,14,,
1980,Q12COM1,Q12,1,,
1998,Q12COM1,Q12,1,,
2000,Q12COM1,Q12,1,,
2001,Q12COM1,Q12,1,,
2023,Q12COM1,Q12,4,,
2024,Q12COM1,Q12,4,,
2025,Q12COM1,Q12,1,,
2028,Q12COM1,Q12,1,,
2038,Q12COM1,Q12,1,,
2050,Q12COM1,Q12,1,,
2052,Q12COM1,Q12,2,,
2055,Q12COM1,Q12,1,,
2071,Q12COM1,Q12,1,,
2072,Q12COM1,Q12,1,,
2075,Q12COM1,Q12,2,,
2081,Q12COM1,Q12,1,,
2093,Q12COM1,Q12,1,,
2094,Q12COM1,Q12,2,,
2100,Q12COM1,Q12,1,,
2107,Q12COM1,Q12,4,,
2108,Q12COM1,Q12,14,,
2109,Q12COM1,Q12,2,,
2125,Q12COM1,Q12,1,,
2130,Q12COM1,Q12,4,,
2135,Q12COM1,Q12,1,,
2137,Q12COM1,Q12,17,,
2140,Q12COM1,Q12,1,,
2143,Q12COM1,Q12,1,,
2153,Q12COM1,Q12,3,,
2154,Q12COM1,Q12,2,,
2175,Q12COM1,Q12,1,,
2179,Q12COM1,Q12,14,,
2180,Q12COM1,Q12,1,,
2182,Q12COM1,Q12,15,,
2193,Q12COM1,Q12,4,,
2197,Q12COM1,Q12,1,,
2204,Q12COM1,Q12,4,,
2207,Q12COM1,Q12,15,,
2215,Q12COM1,Q12,1,,
2220,Q12COM1,Q12,2,,
2232,Q12COM1,Q12,1,,
2237,Q12COM1,Q12,1,,
2238,Q12COM1,Q12,1,,
2240,Q12COM1,Q12,1,,
2242,Q12COM1,Q12,4,,
2243,Q12COM1,Q12,1,,
2249,Q12COM1,Q12,1,,
2258,Q12COM1,Q12,1,,
2259,Q12COM1,Q12,1,,
2266,Q12COM1,Q12,1,,
2271,Q12COM1,Q12,1,,
2275,Q12COM1,Q12,1,,
2291,Q12COM1,Q12,1,,
2295,Q12COM1,Q12,1,,
2298,Q12COM1,Q12,1,,
2299,Q12COM1,Q12,1,,
2302,Q12COM1,Q12,2,,
2304,Q12COM1,Q12,3,,
2305,Q12COM1,Q12,1,,
2310,Q12COM1,Q12,15,,
2312,Q12COM1,Q12,1,,
2315,Q12COM1,Q12,1,,
2317,Q12COM1,Q12,2,,
2329,Q12COM1,Q12,1,,
2337,Q12COM1,Q12,1,,
2344,Q12COM1,Q12,1,,
2346,Q12COM1,Q12,1,,
2355,Q12COM1,Q12,4,,
2358,Q12COM1,Q12,4,,
2370,Q12COM1,Q12,1,,
2393,Q12COM1,Q12,1,,
2395,Q12COM1,Q12,1,,
2400,Q12COM1,Q12,1,,
2419,Q12COM1,Q12,1,,
2424,Q12COM1,Q12,1,,
2438,Q12COM1,Q12,14,,
2439,Q12COM1,Q12,1,,
2442,Q12COM1,Q12,1,,
2443,Q12COM1,Q12,2,,
2446,Q12COM1,Q12,1,,
2462,Q12COM1,Q12,1,,
2464,Q12COM1,Q12,14,,
2466,Q12COM1,Q12,1,,
2468,Q12COM1,Q12,1,,
2469,Q12COM1,Q12,14,,
2473,Q12COM1,Q12,1,,
2477,Q12COM1,Q12,1,,
2488,Q12COM1,Q12,3,,
2500,Q12COM1,Q12,2,,
2505,Q12COM1,Q12,2,,
2527,Q12COM1,Q12,1,,
2531,Q12COM1,Q12,1,,
2532,Q12COM1,Q12,14,,
2536,Q12COM1,Q12,1,,
2537,Q12COM1,Q12,1,,
2543,Q12COM1,Q12,1,,
2563,Q12COM1,Q12,1,,
2567,Q12COM1,Q12,1,,
2603,Q12COM1,Q12,14,,
2618,Q12COM1,Q12,2,,
2620,Q12COM1,Q12,14,,
2624,Q12COM1,Q12,1,,
2633,Q12COM1,Q12,2,,
2637,Q12COM1,Q12,1,,
2640,Q12COM1,Q12,2,,
2643,Q12COM1,Q12,1,,
2652,Q12COM1,Q12,1,,
2660,Q12COM1,Q12,2,,
2679,Q12COM1,Q12,1,,
2681,Q12COM1,Q12,4,,
2682,Q12COM1,Q12,2,,
2692,Q12COM1,Q12,2,,
2694,Q12COM1,Q12,1,,
2697,Q12COM1,Q12,1,,
2707,Q12COM1,Q12,2,,
2708,Q12COM1,Q12,1,,
2709,Q12COM1,Q12,1,,
2711,Q12COM1,Q12,4,,
2714,Q12COM1,Q12,1,,
2715,Q12COM1,Q12,4,,
2717,Q12COM1,Q12,1,,
2721,Q12COM1,Q12,1,,
2725,Q12COM1,Q12,1,,
2761,Q12COM1,Q12,2,,
2764,Q12COM1,Q12,1,,
2789,Q12COM1,Q12,1,,
2796,Q12COM1,Q12,1,,
2824,Q12COM1,Q12,1,,
2827,Q12COM1,Q12,14,,
2841,Q12COM1,Q12,1,,
2857,Q12COM1,Q12,2,,
124,Q12COM2,Q12,2,,
210,Q12COM2,Q12,2,,
269,Q12COM2,Q12,2,,
293,Q12COM2,Q12,4,,
360,Q12COM2,Q12,2,,
380,Q12COM2,Q12,7,,
385,Q12COM2,Q12,2,,
429,Q12COM2,Q12,2,,
565,Q12COM2,Q12,15,,
688,Q12COM2,Q12,2,,
718,Q12COM2,Q12,2,,
966,Q12COM2,Q12,1,,
997,Q12COM2,Q12,7,,
1020,Q12COM2,Q12,2,,
1036,Q12COM2,Q12,2,,
1086,Q12COM2,Q12,2,,
1273,Q12COM2,Q12,2,,
1508,Q12COM2,Q12,7,,
1535,Q12COM2,Q12,7,,
1545,Q12COM2,Q12,14,,
1603,Q12COM2,Q12,4,,
1867,Q12COM2,Q12,3,,
1907,Q12COM2,Q12,14,,
2028,Q12COM2,Q12,2,,
2055,Q12COM2,Q12,2,,
2304,Q12COM2,Q12,7,,
2310,Q12COM2,Q12,1,,
32,Q15COM1,Q15,1,,
43,Q15COM1,Q15,13,,
47,Q15COM1,Q15,33,,
103,Q15COM1,Q15,1,,
104,Q15COM1,Q15,31,,
105,Q15COM1,Q15,5,,
123,Q15COM1,Q15,53,,
132,Q15COM1,Q15,26,,
144,Q15COM1,Q15,35,,
168,Q15COM1,Q15,44,,
189,Q15COM1,Q15,44,,
208,Q15COM1,Q15,32,,
211,Q15COM1,Q15,32,,
218,Q15COM1,Q15,51,,
223,Q15COM1,Q15,51,,
228,Q15COM1,Q15,32,,
236,Q15COM1,Q15,32,,
247,Q15COM1,Q15,43,,
260,Q15COM1,Q15,32,,
287,Q15COM1,Q15,8,,
289,Q15COM1,Q15,25,,
292,Q15COM1,Q15,31,,
322,Q15COM1,Q15,32,,
326,Q15COM1,Q15,3,,
360,Q15COM1,Q15,5,,
365,Q15COM1,Q15,1,,
371,Q15COM1,Q15,32,,
380,Q15COM1,Q15,41,,
397,Q15COM1,Q15,35,,
403,Q15COM1,Q15,53,,
439,Q15COM1,Q15,13,,
456,Q15COM1,Q15,31,,
463,Q15COM1,Q15,43,,
464,Q15COM1,Q15,32,,
474,Q15COM1,Q15,31,,
498,Q15COM1,Q15,32,,
500,Q15COM1,Q15,24,,
534,Q15COM1,Q15,51,,
557,Q15COM1,Q15,1,,
572,Q15COM1,Q15,1,,
575,Q15COM1,Q15,44,,
634,Q15COM1,Q15,42,,
644,Q15COM1,Q15,45,,
645,Q15COM1,Q15,45,,
654,Q15COM1,Q15,15,,
680,Q15COM1,Q15,21,,
682,Q15COM1,Q15,43,,
690,Q15COM1,Q15,1,,
710,Q15COM1,Q15,1,,
730,Q15COM1,Q15,53,,
732,Q15COM1,Q15,1,,
733,Q15COM1,Q15,1,,
757,Q15COM1,Q15,53,,
778,Q15COM1,Q15,51,,
779,Q15COM1,Q15,32,,
780,Q15COM1,Q15,26,,
807,Q15COM1,Q15,31,,
811,Q15COM1,Q15,1,,
820,Q15COM1,Q15,12,,
822,Q15COM1,Q15,1,,
838,Q15COM1,Q15,25,,
841,Q15COM1,Q15,47,,
843,Q15COM1,Q15,12,,
844,Q15COM1,Q15,24,,
853,Q15COM1,Q15,21,,
857,Q15COM1,Q15,13,,
863,Q15COM1,Q15,62,,
867,Q15COM1,Q15,51,,
883,Q15COM1,Q15,32,,
911,Q15COM1,Q15,45,,
913,Q15COM1,Q15,45,,
921,Q15COM1,Q15,53,,
947,Q15COM1,Q15,73,,
963,Q15COM1,Q15,47,,
967,Q15COM1,Q15,1,,
983,Q15COM1,Q15,25,,
984,Q15COM1,Q15,47,,
997,Q15COM1,Q15,7,,
1003,Q15COM1,Q15,42,,
1007,Q15COM1,Q15,21,,
1014,Q15COM1,Q15,1,,
1019,Q15COM1,Q15,45,,
1020,Q15COM1,Q15,31,,
1022,Q15COM1,Q15,22,,
1031,Q15COM1,Q15,1,,
1033,Q15COM1,Q15,23,,
1042,Q15COM1,Q15,32,,
1045,Q15COM1,Q15,32,,
1064,Q15COM1,Q15,1,,
1071,Q15COM1,Q15,1,,
1095,Q15COM1,Q15,5,,
1099,Q15COM1,Q15,44,,
1106,Q15COM1,Q15,32,,
1111,Q15COM1,Q15,32,,
1119,Q15COM1,Q15,53,,
1154,Q15COM1,Q15,32,,
1167,Q15COM1,Q15,7,,
1190,Q15COM1,Q15,44,,
1195,Q15COM1,Q15,5,,
1214,Q15COM1,Q15,31,,
1236,Q15COM1,Q15,51,,
1255,Q15COM1,Q15,53,,
1259,Q15COM1,Q15,53,,
1263,Q15COM1,Q15,53,,
1264,Q15COM1,Q15,31,,
1277,Q15COM1,Q15,5,,
1288,Q15COM1,Q15,36,,
1293,Q15COM1,Q15,7,,
1294,Q15COM1,Q15,22,,
1299,Q15COM1,Q15,53,,
1317,Q15COM1,Q15,61,,
1322,Q15COM1,Q15,46,,
1323,Q15COM1,Q15,21,,
1328,Q15COM1,Q15,1,,
1356,Q15COM1,Q15,2,,
1364,Q15COM1,Q15,5,,
1372,Q15COM1,Q15,62,,
1383,Q15COM1,Q15,1,,
1397,Q15COM1,Q15,32,,
1428,Q15COM1,Q15,5,,
1436,Q15COM1,Q15,43,,
1450,Q15COM1,Q15,34,,
1458,Q15COM1,Q15,32,,
1459,Q15COM1,Q15,1,,
1460,Q15COM1,Q15,2,,
1462,Q15COM1,Q15,51,,
1482,Q15COM1,Q15,13,,
1487,Q15COM1,Q15,33,,
1506,Q15COM1,Q15,1,,
1507,Q15COM1,Q15,5,,
1511,Q15COM1,Q15,53,,
1513,Q15COM1,Q15,53,,
1515,Q15COM1,Q15,53,,
1517,Q15COM1,Q15,53,,
1518,Q15COM1,Q15,53,,
1522,Q15COM1,Q15,53,,
1553,Q15COM1,Q15,51,,
1582,Q15COM1,Q15,43,,
1589,Q15COM1,Q15,45,,
1590,Q15COM1,Q15,46,,
1591,Q15COM1,Q15,31,,
1595,Q15COM1,Q15,5,,
1605,Q15COM1,Q15,46,,
1614,Q15COM1,Q15,74,,
1618,Q15COM1,Q15,25,,
1628,Q15COM1,Q15,44,,
1634,Q15COM1,Q15,12,,
1637,Q15COM1,Q15,24,,
1646,Q15COM1,Q15,61,,
1647,Q15COM1,Q15,31,,
1649,Q15COM1,Q15,44,,
1653,Q15COM1,Q15,46,,
1660,Q15COM1,Q15,44,,
1663,Q15COM1,Q15,1,,
1665,Q15COM1,Q15,1,,
1697,Q15COM1,Q15,53,,
1711,Q15COM1,Q15,7,,
1716,Q15COM1,Q15,1,,
1724,Q15COM1,Q15,22,,
1741,Q15COM1,Q15,5,,
1758,Q15COM1,Q15,1,,
1763,Q15COM1,Q15,51,,
1765,Q15COM1,Q15,33,,
1780,Q15COM1,Q15,5,,
1782,Q15COM1,Q15,32,,
1784,Q15COM1,Q15,73,,
1789,Q15COM1,Q15,1,,
1790,Q15COM1,Q15,31,,
1802,Q15COM1,Q15,1,,
1803,Q15COM1,Q15,44,,
1809,Q15COM1,Q15,21,,
1816,Q15COM1,Q15,22,,
1818,Q15COM1,Q15,71,,
1819,Q15COM1,Q15,44,,
1831,Q15COM1,Q15,44,,
1837,Q15COM1,Q15,12,,
1850,Q15COM1,Q15,61,,
1856,Q15COM1,Q15,32,,
1860,Q15COM1,Q15,32,,
1883,Q15COM1,Q15,52,,
1886,Q15COM1,Q15,22,,
1888,Q15COM1,Q15,32,,
1914,Q15COM1,Q15,73,,
1916,Q15COM1,Q15,2,,
1918,Q15COM1,Q15,44,,
1927,Q15COM1,Q15,44,,
1946,Q15COM1,Q15,32,,
1962,Q15COM1,Q15,47,,
1967,Q15COM1,Q15,52,,
1984,Q15COM1,Q15,53,,
1993,Q15COM1,Q15,31,,
2009,Q15COM1,Q15,1,,
2013,Q15COM1,Q15,32,,
2023,Q15COM1,Q15,32,,
2024,Q15COM1,Q15,5,,
2048,Q15COM1,Q15,32,,
2051,Q15COM1,Q15,53,,
2055,Q15COM1,Q15,1,,
2056,Q15COM1,Q15,7,,
2060,Q15COM1,Q15,5,,
2063,Q15COM1,Q15,52,,
2066,Q15COM1,Q15,5,,
2071,Q15COM1,Q15,1,,
2073,Q15COM1,Q15,21,,
2076,Q15COM1,Q15,24,,
2078,Q15COM1,Q15,1,,
2094,Q15COM1,Q15,32,,
2095,Q15COM1,Q15,1,,
2096,Q15COM1,Q15,74,,
2100,Q15COM1,Q15,1,,
2104,Q15COM1,Q15,5,,
2131,Q15COM1,Q15,42,,
2133,Q15COM1,Q15,71,,
2150,Q15COM1,Q15,1,,
2160,Q15COM1,Q15,31,,
2170,Q15COM1,Q15,22,,
2172,Q15COM1,Q15,62,,
2174,Q15COM1,Q15,25,,
2179,Q15COM1,Q15,53,,
2180,Q15COM1,Q15,5,,
2187,Q15COM1,Q15,53,,
2189,Q15COM1,Q15,5,,
2193,Q15COM1,Q15,23,,
2194,Q15COM1,Q15,7,,
2207,Q15COM1,Q15,31,,
2218,Q15COM1,Q15,21,,
2220,Q15COM1,Q15,42,,
2221,Q15COM1,Q15,1,,
2225,Q15COM1,Q15,13,,
